Gene1	Gene2	EdgeWeight
NR5A1	DKK1	2.44260360089663
RSPO1	FGF9	2.40381304514674
WT1mKTS	WT1pKTS	2.35693441103965
GATA4	FGF9	2.34068940474536
CTNNB1	FGF9	2.31986047424463
WT1pKTS	DKK1	2.28672116203235
WNT4	FGF9	2.26316462709983
WT1pKTS	WNT4	2.23457423146924
UGR	DHH	2.22838517995557
NR5A1	DHH	2.18396417935976
CTNNB1	DMRT1	2.05064579384228
WNT4	NR5A1	1.99821159874071
RSPO1	DMRT1	1.91747072344278
CTNNB1	CBX2	1.89451380313739
NR0B1	DHH	1.8540527597555
CBX2	RSPO1	1.84877104382007
RSPO1	DHH	1.84419235115438
NR5A1	CTNNB1	1.80501173413161
NR0B1	WT1pKTS	1.74722437304353
FOXL2	DHH	1.69350709446075
CBX2	FGF9	1.68314231813564
CTNNB1	DKK1	1.53113496017833
UGR	PGD2	1.52708611266741
RSPO1	CTNNB1	1.49481329477209
DKK1	UGR	1.48827113417745
RSPO1	NR5A1	1.46238954975293
SRY	WT1pKTS	1.45415873345453
WT1pKTS	DHH	1.43734247893369
NR5A1	AMH	1.40892636237614
WT1pKTS	FOXL2	1.36349931833987
WT1pKTS	DMRT1	1.26128792700696
WNT4	FOXL2	1.23007454918382
UGR	DMRT1	1.18401004399824
SRY	PGD2	1.1735860705842
UGR	FOXL2	1.16473290007473
CBX2	PGD2	1.15876263139894
NR0B1	FOXL2	1.15159916379123
WT1mKTS	RSPO1	1.14760916730737
RSPO1	DKK1	1.14236008439899
WNT4	DHH	1.13626967732721
GATA4	FOXL2	1.11065214660978
CBX2	FOXL2	1.1044103612747
SRY	FOXL2	1.08877782087516
WT1pKTS	SOX9	1.07557753301483
NR0B1	PGD2	1.03346922828794
NR0B1	NR5A1	1.01552095031466
DKK1	SRY	1.00615354002656
WT1mKTS	DHH	1.00410376600674
GATA4	SOX9	0.998623602460815
GATA4	PGD2	0.987512435929494
DMRT1	UGR	0.963666824805932
NR0B1	DMRT1	0.92767443061266
FOXL2	FGF9	0.925835910462186
WT1mKTS	PGD2	0.913831877730252
WNT4	PGD2	0.901263044502943
WT1pKTS	FGF9	0.889556982924849
GATA4	WNT4	0.884709363480685
WT1pKTS	NR0B1	0.876865886292715
CTNNB1	PGD2	0.870656684468104
SRY	NR5A1	0.825215717881251
NR5A1	FOXL2	0.787291168193072
WT1mKTS	SOX9	0.75687190722444
WNT4	SOX9	0.756472256208125
DMRT1	SRY	0.730614864243561
RSPO1	PGD2	0.72062368337409
NR5A1	UGR	0.718600762613931
FOXL2	FOXL2	0.704533395157798
SOX9	UGR	0.699884695257764
DMRT1	CBX2	0.688059234637255
DKK1	WNT4	0.637000706945158
GATA4	DHH	0.634885254106378
FOXL2	PGD2	0.634327751334655
UGR	SOX9	0.622691605640845
CBX2	SOX9	0.622181596962091
NR5A1	SOX9	0.614836143361381
UGR	WNT4	0.613385615836203
NR5A1	FGF9	0.603564669839812
WT1mKTS	FOXL2	0.5981738071117
RSPO1	SOX9	0.597974393924947
DKK1	GATA4	0.567611252304148
DKK1	WT1mKTS	0.566802622733591
DMRT1	GATA4	0.557659735311275
GATA4	DMRT1	0.547544491045311
DKK1	CBX2	0.519459936782753
DMRT1	DMRT1	0.502768277104023
WT1mKTS	WNT4	0.474724588620788
FOXL2	WNT4	0.462360408888127
FOXL2	DMRT1	0.435295395750622
NR0B1	SOX9	0.430277513987327
CTNNB1	WT1pKTS	0.42770630586168
DHH	UGR	0.414648274865879
DKK1	DMRT1	0.373151467320838
SOX9	SRY	0.369380775796283
RSPO1	FOXL2	0.360885479885676
SRY	DMRT1	0.358202393280278
FOXL2	SOX9	0.351626337487487
CBX2	GATA4	0.344854029303828
CBX2	DHH	0.341443141917099
SOX9	NR0B1	0.339137206849689
NR5A1	PGD2	0.335437757714816
DKK1	DKK1	0.326589912436615
PGD2	UGR	0.325929491882071
CTNNB1	CTNNB1	0.305811089939607
SOX9	GATA4	0.304994376558911
WT1pKTS	CTNNB1	0.300469764363393
DHH	SRY	0.299707845751146
CTNNB1	FOXL2	0.290187387127303
CTNNB1	SOX9	0.284773594171214
DMRT1	CTNNB1	0.270774273371739
DKK1	RSPO1	0.252564902325694
DMRT1	AMH	0.246499690551832
SOX9	AMH	0.241646555926383
FGF9	WT1mKTS	0.223984271407925
AMH	WT1mKTS	0.216498854181186
DKK1	CTNNB1	0.214886934267888
DHH	WT1mKTS	0.209545819022753
WT1mKTS	DMRT1	0.208994068631855
DMRT1	SOX9	0.207458072517995
DKK1	DHH	0.204244287062675
AMH	CTNNB1	0.203370282029
DMRT1	WT1pKTS	0.19779187698947
AMH	WNT4	0.195247655499448
SOX9	SOX9	0.195071884714808
SOX9	WT1mKTS	0.191741596621187
DMRT1	DHH	0.18936796833891
SOX9	CBX2	0.186333756851083
DKK1	SOX9	0.181679801342822
SOX9	WNT4	0.179217388751328
DHH	NR0B1	0.170897155269799
FGF9	WNT4	0.16975614960392
AMH	UGR	0.16515439282112
SOX9	DHH	0.163638924842673
PGD2	CBX2	0.15645571778883
AMH	AMH	0.156079109040288
DKK1	AMH	0.155502537269971
PGD2	SRY	0.155477624431878
DMRT1	DKK1	0.154564950737875
SOX9	NR5A1	0.153475342169225
AMH	SRY	0.152437016458966
PGD2	WT1mKTS	0.150678055448377
DHH	DKK1	0.147657735766456
AMH	NR5A1	0.14740327866307
AMH	NR0B1	0.143835459673771
PGD2	NR0B1	0.140452121800828
DMRT1	NR0B1	0.134156921206287
DMRT1	FOXL2	0.127476300584534
FGF9	UGR	0.124513819914755
WT1pKTS	AMH	0.123368694295968
DHH	CTNNB1	0.119233128474678
DHH	CBX2	0.118681784927138
AMH	DKK1	0.116137772967543
AMH	DMRT1	0.112980849663238
FOXL2	WT1mKTS	0.110791310665156
SOX9	DMRT1	0.107376355548877
DKK1	FGF9	0.102372802435814
DHH	GATA4	0.100249699168256
DKK1	FOXL2	0.0996026673849378
FGF9	DMRT1	0.0943934367440045
PGD2	DKK1	0.0931737975091627
FGF9	GATA4	0.0912773454778561
GATA4	RSPO1	0.0899033922843765
DHH	DMRT1	0.0897816687939528
PGD2	RSPO1	0.0888549648839031
WNT4	DMRT1	0.0879524142687556
DHH	SOX9	0.082458386497663
DMRT1	WNT4	0.0759067558129488
DKK1	NR0B1	0.0693726102273816
FGF9	FGF9	0.0647300160927306
DHH	WT1pKTS	0.0642022253232173
SOX9	DKK1	0.062404274390558
FGF9	CTNNB1	0.061522821655108
DKK1	PGD2	0.0597930368046273
DMRT1	PGD2	0.0571870478284292
AMH	DHH	0.0560689893500169
PGD2	AMH	0.0548978232676963
DMRT1	WT1mKTS	0.0541397949743373
DKK1	NR5A1	0.0531703468355276
SOX9	FGF9	0.0521596317887297
PGD2	CTNNB1	0.0481273486411189
FGF9	SOX9	0.0464160037445286
DMRT1	FGF9	0.0462091617122048
AMH	WT1pKTS	0.0462077416110858
DHH	DHH	0.0460807886559754
DHH	FOXL2	0.0458494272032547
FGF9	SRY	0.0448239718639779
AMH	SOX9	0.0442002584981159
DHH	FGF9	0.042949180751177
FGF9	DKK1	0.0421463895790777
DMRT1	RSPO1	0.0416429822432414
DHH	AMH	0.0410963307270865
AMH	GATA4	0.0397197592197933
SOX9	RSPO1	0.0396341325893107
WT1pKTS	PGD2	0.039129246986813
DHH	NR5A1	0.0389232640489371
DMRT1	NR5A1	0.0349549971687987
PGD2	FGF9	0.0347946842641231
AMH	RSPO1	0.0347110267732004
FGF9	NR5A1	0.0301091708733159
DHH	RSPO1	0.0299007773585572
PGD2	WNT4	0.0296189832552118
SOX9	PGD2	0.0286680729024226
SRY	SOX9	0.0279890655729266
PGD2	FOXL2	0.0277893407701026
FGF9	NR0B1	0.0270306441157779
AMH	FOXL2	0.0255815324908812
FGF9	WT1pKTS	0.0236068821246524
SOX9	WT1pKTS	0.0221024629397266
FGF9	RSPO1	0.021039434754204
AMH	CBX2	0.0192295136874609
PGD2	PGD2	0.0188909457674389
DHH	PGD2	0.0174958093906998
PGD2	SOX9	0.0160814545098334
PGD2	GATA4	0.0142819992849067
FGF9	AMH	0.0134826055794219
PGD2	DMRT1	0.0117959764909055
FGF9	FOXL2	0.008995921910884
DKK1	WT1pKTS	0.0082168268224902
DHH	WNT4	0.0081380412083241
PGD2	DHH	0.0080393529032339
PGD2	NR5A1	0.0075437762017645
FGF9	PGD2	0.0067940699595621
FGF9	CBX2	0.0064031403507498
FGF9	DHH	0.005112338478535
SOX9	CTNNB1	0.0041113215146581
SOX9	FOXL2	0.0035556856639101
PGD2	WT1pKTS	0.0027351868667351
AMH	FGF9	0.0007564896791148
AMH	PGD2	0.0002148985297131
