Gene1	Gene2	EdgeWeight
RSPO1	WT1pKTS	0.05835552513599396
CBX2	SOX9	0.05806388705968857
FGF9	DMRT1	0.05485447123646736
SRY	NR0B1	0.05328734964132309
NR0B1	WT1pKTS	0.052205584943294525
DKK1	WNT4	0.05142104625701904
DMRT1	WNT4	0.05083252117037773
NR0B1	PGD2	0.04884965345263481
DMRT1	GATA4	0.04771661013364792
WT1pKTS	RSPO1	0.046793874353170395
NR0B1	FGF9	0.04623238369822502
WNT4	UGR	0.044562794268131256
PGD2	SRY	0.041228748857975006
CBX2	RSPO1	0.04024358466267586
UGR	AMH	0.04009602218866348
AMH	SRY	0.037159550935029984
CTNNB1	NR0B1	0.036912158131599426
WT1pKTS	SOX9	0.03666367009282112
RSPO1	SRY	0.036382462829351425
AMH	DMRT1	0.03428967297077179
FGF9	SRY	0.03305516019463539
WNT4	DHH	0.03276291862130165
DHH	SRY	0.032583415508270264
UGR	DHH	0.03111192025244236
SRY	DMRT1	0.03068322129547596
PGD2	DMRT1	0.03005415014922619
WT1mKTS	SRY	0.026849951595067978
SOX9	DKK1	0.026786673814058304
UGR	SOX9	0.02631356008350849
SOX9	NR5A1	0.025965863838791847
WNT4	FGF9	0.025923965498805046
RSPO1	AMH	0.02506891079246998
WNT4	AMH	0.02386390045285225
UGR	FGF9	0.02338118851184845
CBX2	DKK1	0.023282678797841072
RSPO1	FGF9	0.022072918713092804
FOXL2	NR0B1	0.022014759480953217
CBX2	DHH	0.022002968937158585
GATA4	SRY	0.021734077483415604
PGD2	DKK1	0.02137015014886856
CTNNB1	NR5A1	0.020644530653953552
RSPO1	PGD2	0.020067378878593445
CBX2	AMH	0.01948375813663006
RSPO1	DHH	0.016999946907162666
UGR	WNT4	0.013963945209980011
WNT4	PGD2	0.013677280396223068
NR5A1	GATA4	0.013168752193450928
WNT4	NR5A1	0.01180590596050024
CBX2	CTNNB1	-0.01164691150188446
CBX2	PGD2	-0.011687217280268669
FOXL2	DMRT1	-0.012132993899285793
SOX9	UGR	-0.012312243692576885
SRY	DKK1	-0.013575587421655655
SOX9	WT1pKTS	-0.014265992678701878
NR0B1	DKK1	-0.01468537375330925
DMRT1	PGD2	-0.015053030103445053
WT1mKTS	RSPO1	-0.015732085332274437
WT1mKTS	SOX9	-0.020282499492168427
CTNNB1	DMRT1	-0.023067815229296684
SOX9	WT1mKTS	-0.023117151111364365
WT1pKTS	GATA4	-0.024183621630072594
WT1pKTS	PGD2	-0.026930004358291626
UGR	CTNNB1	-0.027240876108407974
NR5A1	CTNNB1	-0.027498073875904083
WT1mKTS	UGR	-0.029513593763113022
NR0B1	NR5A1	-0.02953861467540264
WT1mKTS	DKK1	-0.03064229153096676
NR0B1	CTNNB1	-0.03190677613019943
WT1mKTS	PGD2	-0.03190845623612404
PGD2	CTNNB1	-0.03264909237623215
UGR	RSPO1	-0.03310055285692215
WT1pKTS	FGF9	-0.033311761915683746
UGR	DKK1	-0.03343116492033005
GATA4	PGD2	-0.033590834587812424
CTNNB1	GATA4	-0.033653002232313156
AMH	CBX2	-0.03386232256889343
GATA4	WNT4	-0.03603476285934448
UGR	NR0B1	-0.03608696162700653
RSPO1	CBX2	-0.03644191473722458
NR5A1	PGD2	-0.037351109087467194
PGD2	CBX2	-0.03737102821469307
WT1mKTS	FGF9	-0.03807709738612175
DHH	CBX2	-0.03858444094657898
GATA4	DMRT1	-0.038772549480199814
WT1pKTS	AMH	-0.04142067953944206
FGF9	CBX2	-0.04190512001514435
FGF9	WT1mKTS	-0.0419895313680172
FGF9	CTNNB1	-0.04246959835290909
DHH	WT1mKTS	-0.04247015714645386
DMRT1	FGF9	-0.04275977984070778
DHH	CTNNB1	-0.04302651435136795
AMH	CTNNB1	-0.045693300664424896
PGD2	WT1mKTS	-0.046494219452142715
WT1mKTS	DMRT1	-0.04733405262231827
AMH	WT1mKTS	-0.04761569947004318
WT1pKTS	DHH	-0.04790984094142914
WT1mKTS	DHH	-0.04967271164059639
GATA4	FGF9	-0.04988538846373558
WT1mKTS	AMH	-0.04994980990886688
UGR	DMRT1	-0.05027952045202255
DKK1	UGR	-0.05048920214176178
GATA4	AMH	-0.05068527162075043
DMRT1	AMH	-0.051801249384880066
GATA4	DHH	-0.05295127257704735
WT1mKTS	NR5A1	-0.053404033184051514
GATA4	DKK1	-0.05357507988810539
WT1pKTS	DKK1	-0.05391513928771019
NR5A1	FGF9	-0.05504191294312477
SRY	WT1pKTS	-0.05517229437828064
DKK1	FGF9	-0.055500708520412445
SRY	FGF9	-0.055590830743312836
DMRT1	UGR	-0.05657369643449783
NR0B1	GATA4	-0.05669157952070236
SOX9	PGD2	-0.05951222777366638
DMRT1	DHH	-0.062252290546894073
GATA4	CTNNB1	-0.06281451135873795
FOXL2	SOX9	-0.0640578344464302
NR5A1	DHH	-0.06426391005516052
FGF9	WT1pKTS	-0.06447191536426544
GATA4	NR0B1	-0.0652860552072525
GATA4	CBX2	-0.06549761444330215
DHH	WT1pKTS	-0.06683362275362015
AMH	WT1pKTS	-0.06941906362771988
GATA4	NR5A1	-0.06998781859874725
PGD2	WT1pKTS	-0.07207237184047699
RSPO1	GATA4	-0.07228001952171326
DKK1	WT1pKTS	-0.07299920171499252
DKK1	AMH	-0.0740002766251564
DMRT1	WT1mKTS	-0.07425136119127274
DMRT1	WT1pKTS	-0.07729601114988327
CBX2	SRY	-0.07789338380098343
GATA4	RSPO1	-0.07811126857995987
NR5A1	AMH	-0.0795748308300972
GATA4	FOXL2	-0.08033371716737747
WT1mKTS	CBX2	-0.0807676613330841
NR5A1	NR0B1	-0.08150648325681686
DKK1	WT1mKTS	-0.08257188647985458
SOX9	CTNNB1	-0.08292216062545776
UGR	FOXL2	-0.08430463820695877
WNT4	SOX9	-0.08445575088262558
DKK1	DHH	-0.08578549325466156
SRY	AMH	-0.08755794167518616
SRY	DHH	-0.08840734511613846
WNT4	DKK1	-0.0888197049498558
DHH	PGD2	-0.09017156809568405
NR5A1	SRY	-0.09254809468984604
AMH	PGD2	-0.09444627165794373
CTNNB1	CBX2	-0.09473776817321777
FOXL2	UGR	-0.0952906385064125
WT1mKTS	NR0B1	-0.09675606340169907
FOXL2	GATA4	-0.10052575916051865
GATA4	WT1mKTS	-0.10375986993312836
SOX9	AMH	-0.10425325483083725
UGR	WT1pKTS	-0.10576038807630539
SRY	CTNNB1	-0.10638793557882309
UGR	NR5A1	-0.1067999005317688
FOXL2	RSPO1	-0.10768155008554459
NR5A1	WT1mKTS	-0.10787299275398254
WT1pKTS	NR0B1	-0.1081995964050293
WT1mKTS	CTNNB1	-0.10823246836662292
FGF9	PGD2	-0.1082952544093132
DKK1	CTNNB1	-0.10893115401268005
WT1mKTS	FOXL2	-0.1115986779332161
SOX9	FGF9	-0.11265406012535095
SOX9	SOX9	-0.11419293284416199
FOXL2	SRY	-0.11545871198177338
DMRT1	CTNNB1	-0.11603181064128876
SRY	WNT4	-0.11873871088027954
WNT4	DMRT1	-0.1223689615726471
WT1pKTS	WNT4	-0.12257011234760284
DKK1	DMRT1	-0.1248823031783104
CTNNB1	SRY	-0.12733981013298035
NR0B1	SRY	-0.1281621754169464
AMH	FGF9	-0.13068997859954834
SOX9	DHH	-0.13129031658172607
UGR	GATA4	-0.1324266642332077
WT1mKTS	GATA4	-0.13489288091659546
CBX2	FOXL2	-0.13514864444732666
CBX2	WT1pKTS	-0.1365594118833542
NR0B1	RSPO1	-0.1368386298418045
FOXL2	CBX2	-0.13771337270736694
RSPO1	SOX9	-0.13958166539669037
WT1mKTS	WT1pKTS	-0.14332562685012817
UGR	WT1mKTS	-0.14511123299598694
PGD2	PGD2	-0.14558152854442596
CBX2	NR0B1	-0.14574947953224182
CBX2	WNT4	-0.1485290676355362
NR5A1	WT1pKTS	-0.14915089309215546
GATA4	WT1pKTS	-0.15046070516109467
FGF9	FGF9	-0.15066012740135193
CBX2	GATA4	-0.16054829955101013
DMRT1	DKK1	-0.1608547419309616
AMH	DHH	-0.16100747883319855
WNT4	SRY	-0.16363836824893951
AMH	WNT4	-0.1659499555826187
GATA4	GATA4	-0.16616342961788177
DHH	FGF9	-0.16738082468509674
DHH	DHH	-0.1704101711511612
DHH	WNT4	-0.17360840737819672
PGD2	FGF9	-0.1753564476966858
PGD2	DHH	-0.1789788156747818
SOX9	WNT4	-0.17954780161380768
FGF9	WNT4	-0.18057852983474731
CBX2	WT1mKTS	-0.18138910830020905
PGD2	WNT4	-0.185182124376297
CTNNB1	CTNNB1	-0.18815797567367554
FGF9	DHH	-0.1889229565858841
FGF9	AMH	-0.19044145941734314
DHH	AMH	-0.19229838252067566
WT1mKTS	WT1mKTS	-0.19764047861099243
UGR	CBX2	-0.19798330962657928
CBX2	NR5A1	-0.20035997033119202
AMH	AMH	-0.20292134582996368
RSPO1	DKK1	-0.21940678358078003
PGD2	AMH	-0.21969836950302124
WT1pKTS	WT1mKTS	-0.22220379114151
DKK1	DKK1	-0.22228148579597473
CTNNB1	SOX9	-0.23067688941955566
FOXL2	NR5A1	-0.2354375272989273
RSPO1	DMRT1	-0.2359643280506134
DMRT1	DMRT1	-0.24424593150615692
CTNNB1	UGR	-0.2522265911102295
SRY	SRY	-0.2545228898525238
NR0B1	NR0B1	-0.256633996963501
WNT4	WNT4	-0.27528247237205505
WNT4	FOXL2	-0.298291951417923
CTNNB1	RSPO1	-0.30638572573661804
NR0B1	FOXL2	-0.313245564699173
RSPO1	FOXL2	-0.3158939480781555
UGR	UGR	-0.3331349790096283
WNT4	RSPO1	-0.33401286602020264
WT1pKTS	CTNNB1	-0.3352147042751312
RSPO1	UGR	-0.35308101773262024
CTNNB1	FOXL2	-0.3616379499435425
NR0B1	SOX9	-0.3766663670539856
NR5A1	NR5A1	-0.4262371063232422
NR5A1	WNT4	-0.4527009427547455
WT1pKTS	WT1pKTS	-0.4656726121902466
CBX2	CBX2	-0.48454222083091736
RSPO1	RSPO1	-0.704227864742279
FOXL2	FOXL2	-0.7615405321121216
